update_id,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,transaction_time,event_time
4264349185655,0.05208000,1.52000000,0.05209000,6.28000000,1711238400074,1711238400080
4264349189978,0.05208000,0.83000000,0.05209000,6.28000000,1711238400098,1711238400107
4264349225564,0.05208000,0.75000000,0.05209000,6.28000000,1711238400385,1711238400396
4264349225566,0.05208000,0.58000000,0.05209000,6.28000000,1711238400385,1711238400396
4264350420439,0.05208000,0.01000000,0.05209000,6.28000000,1711238402085,1711238402644
4264351932013,0.05208000,0.06000000,0.05209000,6.28000000,1711238404227,1711238405798
4264351983860,0.05208000,0.11000000,0.05209000,6.28000000,1711238404332,1711238405898
4264352023879,0.05208000,0.11000000,0.05209000,5.64000000,1711238404387,1711238405994
4264352023909,0.05208000,0.11000000,0.05209000,5.28000000,1711238404387,1711238405994
4264352023915,0.05208000,0.11000000,0.05209000,4.92000000,1711238404387,1711238405994
4264352074074,0.05207000,11.56000000,0.05209000,4.92000000,1711238404489,1711238406119
4264352137832,0.05207000,11.56000000,0.05209000,4.01000000,1711238404660,1711238406236
4264352137835,0.05207000,11.56000000,0.05208000,0.91000000,1711238404660,1711238406236
4264352137844,0.05207000,11.56000000,0.05208000,2.28000000,1711238404660,1711238406237
4264352137861,0.05207000,11.56000000,0.05208000,3.53000000,1711238404660,1711238406237
4264352137902,0.05207000,11.56000000,0.05208000,5.03000000,1711238404660,1711238406237
4264352137956,0.05207000,12.19000000,0.05208000,5.03000000,1711238404661,1711238406237
4264352148677,0.05207000,11.64000000,0.05208000,5.03000000,1711238404697,1711238406263
4264352219212,0.05207000,11.64000000,0.05208000,4.12000000,1711238404934,1711238406424
4264352693673,0.05207000,11.81000000,0.05208000,4.12000000,1711238407031,1711238407667
4264352693691,0.05207000,11.89000000,0.05208000,4.12000000,1711238407031,1711238407667
4264352779412,0.05207000,11.81000000,0.05208000,4.12000000,1711238407593,1711238407895
4264352782465,0.05207000,11.64000000,0.05208000,4.12000000,1711238407607,1711238407900
4264352785841,0.05207000,11.72000000,0.05208000,4.12000000,1711238407622,1711238407905
4264352785983,0.05207000,11.89000000,0.05208000,4.12000000,1711238407623,1711238407905
4264353752118,0.05207000,11.72000000,0.05208000,4.12000000,1711238417498,1711238417505
4264353752207,0.05207000,11.64000000,0.05208000,4.12000000,1711238417498,1711238417505
4264353754802,0.05207000,11.81000000,0.05208000,4.12000000,1711238417506,1711238417514
4264353755288,0.05207000,11.89000000,0.05208000,4.12000000,1711238417508,1711238417518
4264353829475,0.05207000,11.72000000,0.05208000,4.12000000,1711238417866,1711238417874
4264353829477,0.05207000,11.64000000,0.05208000,4.12000000,1711238417866,1711238417874
4264353837195,0.05207000,11.81000000,0.05208000,4.12000000,1711238417887,1711238417902
4264353837275,0.05207000,11.89000000,0.05208000,4.12000000,1711238417887,1711238417902
4264353849194,0.05207000,11.81000000,0.05208000,4.12000000,1711238417927,1711238417934
4264353849696,0.05207000,11.64000000,0.05208000,4.12000000,1711238417929,1711238417935
4264353856856,0.05207000,11.81000000,0.05208000,4.12000000,1711238417955,1711238417963
4264353857028,0.05207000,11.89000000,0.05208000,4.12000000,1711238417956,1711238417964
4264354597925,0.05207000,11.72000000,0.05208000,4.12000000,1711238423907,1711238423914
4264354598454,0.05207000,11.64000000,0.05208000,4.12000000,1711238423908,1711238423917
4264354602153,0.05207000,11.81000000,0.05208000,4.12000000,1711238423920,1711238423927
4264354602176,0.05207000,11.89000000,0.05208000,4.12000000,1711238423920,1711238423927
4264355180327,0.05207000,11.89000000,0.05208000,4.26000000,1711238431115,1711238431126
4264355180343,0.05207000,11.89000000,0.05208000,4.50000000,1711238431115,1711238431126
4264355184797,0.05207000,11.89000000,0.05208000,4.72000000,1711238431125,1711238431135
4264355858954,0.05207000,11.89000000,0.05208000,4.89000000,1711238437553,1711238437560
4264355859007,0.05207000,11.89000000,0.05208000,5.03000000,1711238437554,1711238437562
4264355862248,0.05207000,11.81000000,0.05208000,5.03000000,1711238437573,1711238437580
4264355862996,0.05207000,11.64000000,0.05208000,5.03000000,1711238437578,1711238437583
4264355897254,0.05207000,11.72000000,0.05208000,5.03000000,1711238438038,1711238438047
4264355897406,0.05207000,11.89000000,0.05208000,5.03000000,1711238438038,1711238438048
4264355900320,0.05207000,11.81000000,0.05208000,5.03000000,1711238438046,1711238438054
4264355900946,0.05207000,11.64000000,0.05208000,5.03000000,1711238438048,1711238438057
4264355929467,0.05207000,11.81000000,0.05208000,5.03000000,1711238438266,1711238438272
4264355929471,0.05207000,11.89000000,0.05208000,5.03000000,1711238438266,1711238438272
4264355959572,0.05207000,11.81000000,0.05208000,5.03000000,1711238438506,1711238438517
4264355959656,0.05207000,11.64000000,0.05208000,5.03000000,1711238438506,1711238438517
4264355967167,0.05207000,11.72000000,0.05208000,5.03000000,1711238438533,1711238438543
4264355967202,0.05207000,11.89000000,0.05208000,5.03000000,1711238438533,1711238438543
4264355970221,0.05207000,11.81000000,0.05208000,5.03000000,1711238438546,1711238438554
4264355970316,0.05207000,11.64000000,0.05208000,5.03000000,1711238438546,1711238438554
4264355989047,0.05207000,11.81000000,0.05208000,5.03000000,1711238438672,1711238438677
