update_id,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,transaction_time,event_time
3969488752853,0.05330000,3.56000000,0.05332000,4.23000000,1707782400185,1707782400191
3969488753665,0.05330000,3.56000000,0.05332000,3.54000000,1707782400189,1707782400195
3969488753881,0.05330000,3.56000000,0.05332000,3.30000000,1707782400191,1707782400196
3969488753888,0.05330000,3.56000000,0.05331000,0.20000000,1707782400191,1707782400196
3969488754934,0.05330000,3.56000000,0.05332000,3.30000000,1707782400200,1707782400204
3969488756504,0.05330000,3.56000000,0.05332000,4.23000000,1707782400217,1707782400222
3969488756520,0.05331000,0.93000000,0.05332000,4.23000000,1707782400217,1707782400224
3969488757109,0.05331000,1.68000000,0.05332000,4.23000000,1707782400222,1707782400229
3969488757571,0.05331000,1.88000000,0.05332000,4.23000000,1707782400226,1707782400233
3969488757601,0.05331000,2.34000000,0.05332000,4.23000000,1707782400227,1707782400233
3969488759997,0.05331000,4.07000000,0.05332000,4.23000000,1707782400249,1707782400254
3969488760710,0.05331000,4.07000000,0.05332000,4.03000000,1707782400254,1707782400259
3969488769905,0.05331000,4.07000000,0.05332000,3.28000000,1707782400374,1707782400379
3969488779958,0.05331000,4.07000000,0.05332000,2.35000000,1707782400471,1707782400476
3969488800287,0.05331000,4.07000000,0.05332000,0.67000000,1707782400672,1707782400677
3969488803347,0.05331000,4.07000000,0.05332000,0.57000000,1707782400692,1707782400698
3969488803426,0.05331000,4.07000000,0.05332000,0.42000000,1707782400693,1707782400698
3969491116495,0.05331000,4.07000000,0.05333000,6.30000000,1707782404170,1707782405120
3969491146530,0.05332000,0.35000000,0.05333000,6.30000000,1707782404247,1707782405183
3969491151008,0.05332000,1.92000000,0.05333000,6.30000000,1707782404260,1707782405193
3969491151929,0.05332000,2.85000000,0.05333000,6.30000000,1707782404262,1707782405197
3969491152369,0.05332000,2.85000000,0.05333000,7.05000000,1707782404264,1707782405197
3969491169478,0.05332000,3.31000000,0.05333000,7.05000000,1707782404306,1707782405229
3969491169501,0.05332000,3.51000000,0.05333000,7.05000000,1707782404306,1707782405229
3969491169614,0.05332000,4.26000000,0.05333000,7.05000000,1707782404306,1707782405229
3969491311646,0.05332000,3.91000000,0.05333000,7.05000000,1707782404604,1707782405496
3969491311680,0.05332000,3.91000000,0.05333000,5.12000000,1707782404604,1707782405496
3969491481315,0.05332000,3.91000000,0.05333000,4.37000000,1707782405480,1707782405822
3969491496048,0.05332000,3.91000000,0.05333000,4.17000000,1707782405554,1707782405858
3969491523523,0.05332000,3.91000000,0.05333000,4.00000000,1707782405693,1707782405911
3969491523581,0.05332000,3.91000000,0.05333000,3.91000000,1707782405693,1707782405911
3969491539971,0.05332000,3.91000000,0.05333000,2.40000000,1707782405768,1707782405946
3969491553301,0.05332000,3.91000000,0.05333000,2.35000000,1707782405811,1707782405972
