update_id,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,transaction_time,event_time
4300614439749,0.05034000,8.00000000,0.05035000,4.82000000,1711670409286,1711670409846
4300614914498,0.05034000,8.05000000,0.05035000,4.82000000,1711670414482,1711670414488
4300614914640,0.05034000,8.38000000,0.05035000,4.82000000,1711670414484,1711670414490
4300614914855,0.05034000,8.43000000,0.05035000,4.82000000,1711670414490,1711670414496
4300614914865,0.05034000,8.45000000,0.05035000,4.82000000,1711670414490,1711670414496
4300614937811,0.05034000,8.61000000,0.05035000,4.82000000,1711670414938,1711670414944
4300614977954,0.05034000,9.14000000,0.05035000,4.82000000,1711670415556,1711670415563
4300615009744,0.05034000,9.14000000,0.05035000,3.69000000,1711670416062,1711670416069
4300615344511,0.05034000,9.14000000,0.05035000,2.58000000,1711670420000,1711670420008
4300615370619,0.05034000,9.14000000,0.05035000,2.29000000,1711670420120,1711670420126
4300615385908,0.05034000,9.14000000,0.05035000,0.40000000,1711670420229,1711670420236
4300615385914,0.05034000,9.14000000,0.05036000,4.79000000,1711670420229,1711670420236
4300615385928,0.05035000,0.05000000,0.05036000,4.79000000,1711670420229,1711670420236
4300615386667,0.05035000,1.26000000,0.05036000,4.79000000,1711670420240,1711670420245
4300615386839,0.05035000,1.65000000,0.05036000,4.79000000,1711670420240,1711670420248
4300615386878,0.05035000,3.20000000,0.05036000,4.79000000,1711670420241,1711670420248
4300615386958,0.05035000,3.28000000,0.05036000,4.79000000,1711670420241,1711670420248
4300615386998,0.05035000,3.87000000,0.05036000,4.79000000,1711670420241,1711670420248
4300615387608,0.05035000,4.07000000,0.05036000,4.79000000,1711670420245,1711670420253
4300615399394,0.05035000,4.02000000,0.05036000,4.79000000,1711670420336,1711670420342
4300615412519,0.05035000,5.84000000,0.05036000,4.79000000,1711670420478,1711670420485
4300615412524,0.05035000,5.84000000,0.05036000,6.59000000,1711670420478,1711670420485
4300615412867,0.05035000,5.84000000,0.05036000,8.44000000,1711670420482,1711670420489
4300615412868,0.05035000,7.70000000,0.05036000,8.44000000,1711670420482,1711670420489
4300615413080,0.05035000,7.70000000,0.05036000,7.20000000,1711670420484,1711670420489
4300615416005,0.05035000,7.70000000,0.05036000,5.60000000,1711670420523,1711670420529
4300615416277,0.05035000,7.70000000,0.05036000,5.40000000,1711670420525,1711670420531
4300615416481,0.05035000,7.70000000,0.05036000,5.35000000,1711670420527,1711670420534
4300615416484,0.05035000,7.70000000,0.05036000,5.30000000,1711670420527,1711670420534
4300615416487,0.05035000,7.70000000,0.05036000,5.25000000,1711670420527,1711670420534
4300615766243,0.05035000,9.50000000,0.05036000,5.25000000,1711670424855,1711670424861
4300616546023,0.05035000,10.39000000,0.05036000,5.25000000,1711670435807,1711670435813
4300617051501,0.05035000,10.79000000,0.05036000,5.25000000,1711670442627,1711670442634
4300617159853,0.05035000,12.39000000,0.05036000,5.25000000,1711670443613,1711670443621
4300617164008,0.05035000,10.79000000,0.05036000,5.25000000,1711670443639,1711670443645
4300617164207,0.05035000,12.39000000,0.05036000,5.25000000,1711670443640,1711670443646
4300617165808,0.05035000,10.79000000,0.05036000,5.25000000,1711670443655,1711670443661
4300617167108,0.05035000,12.39000000,0.05036000,5.25000000,1711670443661,1711670443671
4300617173577,0.05035000,10.79000000,0.05036000,5.25000000,1711670443710,1711670443717
4300617224525,0.05035000,12.39000000,0.05036000,5.25000000,1711670444286,1711670444292
4300617234253,0.05035000,10.79000000,0.05036000,5.25000000,1711670444408,1711670444414
4300617239915,0.05035000,12.39000000,0.05036000,5.25000000,1711670444479,1711670444484
4300617260156,0.05035000,10.79000000,0.05036000,5.25000000,1711670444774,1711670444782
4300617276623,0.05035000,12.39000000,0.05036000,5.25000000,1711670444841,1711670444849
4300617277112,0.05035000,10.79000000,0.05036000,5.25000000,1711670444847,1711670444855
4300617279200,0.05035000,12.39000000,0.05036000,5.25000000,1711670444853,1711670444862
4300617287304,0.05035000,13.99000000,0.05036000,5.25000000,1711670444898,1711670444905
4300617291386,0.05035000,13.99000000,0.05036000,3.45000000,1711670444932,1711670444938
4300617292015,0.05035000,13.99000000,0.05036000,1.60000000,1711670444943,1711670444951
4300617309688,0.05035000,15.59000000,0.05036000,1.60000000,1711670445134,1711670445140
4300617314111,0.05035000,15.59000000,0.05037000,0.41000000,1711670445195,1711670445201
4300617314291,0.05035000,15.59000000,0.05037000,0.17000000,1711670445197,1711670445203
4300617314304,0.05036000,0.46000000,0.05037000,0.17000000,1711670445197,1711670445203
4300617314330,0.05036000,3.02000000,0.05037000,0.17000000,1711670445197,1711670445203
4300617314345,0.05036000,3.07000000,0.05037000,0.17000000,1711670445197,1711670445203
4300617314352,0.05036000,3.30000000,0.05037000,0.17000000,1711670445197,1711670445203
4300617314359,0.05036000,5.08000000,0.05037000,0.17000000,1711670445197,1711670445204
4300617314360,0.05036000,5.16000000,0.05037000,0.17000000,1711670445198,1711670445204
4300617314361,0.05036000,6.96000000,0.05037000,0.17000000,1711670445198,1711670445204
4300617314417,0.05036000,6.96000000,0.05037000,1.70000000,1711670445198,1711670445206
4300617314526,0.05036000,7.55000000,0.05037000,1.70000000,1711670445200,1711670445206
4300617314527,0.05036000,8.14000000,0.05037000,1.70000000,1711670445200,1711670445206
4300617323725,0.05036000,8.14000000,0.05037000,3.42000000,1711670445351,1711670445357
4300617323768,0.05036000,9.94000000,0.05037000,3.42000000,1711670445352,1711670445357
4300617330525,0.05036000,9.94000000,0.05037000,5.07000000,1711670445451,1711670445457
4300617330677,0.05036000,11.65000000,0.05037000,5.07000000,1711670445454,1711670445459
