update_id,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,transaction_time,event_time
4070922190525,0.05468000,6.48000000,0.05469000,3.72000000,1709251200147,1709251200156
4070924618817,0.05468000,5.33000000,0.05469000,3.72000000,1709251203564,1709251204914
4070924618829,0.05468000,4.98000000,0.05469000,3.72000000,1709251203564,1709251204915
4070924619012,0.05468000,4.86000000,0.05469000,3.72000000,1709251203565,1709251204915
4070924804999,0.05468000,4.68000000,0.05469000,3.72000000,1709251203910,1709251205319
4070924821676,0.05468000,4.68000000,0.05469000,4.97000000,1709251203964,1709251205367
4070924841484,0.05468000,4.32000000,0.05469000,4.97000000,1709251204032,1709251205409
4070925196972,0.05468000,4.30000000,0.05469000,4.97000000,1709251205619,1709251206320
4070925319877,0.05468000,2.87000000,0.05469000,4.97000000,1709251206268,1709251206711
4070925337241,0.05468000,1.45000000,0.05469000,4.97000000,1709251206343,1709251206773
4070925341013,0.05468000,1.45000000,0.05469000,5.51000000,1709251206359,1709251206783
4070925382879,0.05468000,2.94000000,0.05469000,5.51000000,1709251206554,1709251206908
4070925423691,0.05468000,1.45000000,0.05469000,5.51000000,1709251206763,1709251207013
4070925547030,0.05468000,3.12000000,0.05469000,5.51000000,1709251207426,1709251207455
4070925576227,0.05468000,4.69000000,0.05469000,5.51000000,1709251207523,1709251207531
4070925652642,0.05468000,4.87000000,0.05469000,5.51000000,1709251207936,1709251207967
4070925660517,0.05468000,4.69000000,0.05469000,5.51000000,1709251207962,1709251208018
4070925668830,0.05468000,4.87000000,0.05469000,5.51000000,1709251207994,1709251208046
4070925670953,0.05468000,4.69000000,0.05469000,5.51000000,1709251207999,1709251208053
4070925818103,0.05468000,4.95000000,0.05469000,5.51000000,1709251208783,1709251208833
4070925818266,0.05468000,5.22000000,0.05469000,5.51000000,1709251208784,1709251208833
4070925818422,0.05468000,5.24000000,0.05469000,5.51000000,1709251208785,1709251208833
4070925975214,0.05468000,5.24000000,0.05469000,0.43000000,1709251209691,1709251209710
4070925977628,0.05468000,5.24000000,0.05469000,2.12000000,1709251209711,1709251209730
4070925977711,0.05468000,5.24000000,0.05469000,3.60000000,1709251209711,1709251209731
4070925977880,0.05468000,5.24000000,0.05469000,5.08000000,1709251209712,1709251209731
4070925977947,0.05468000,5.24000000,0.05469000,4.65000000,1709251209712,1709251209731
4070926560901,0.05468000,5.42000000,0.05469000,4.65000000,1709251214097,1709251214109
4070926619527,0.05468000,5.24000000,0.05469000,4.65000000,1709251214438,1709251214457
4070926778823,0.05468000,5.42000000,0.05469000,4.65000000,1709251215507,1709251215512
4070926970988,0.05468000,5.24000000,0.05469000,4.65000000,1709251218173,1709251218180
4070927002696,0.05468000,5.42000000,0.05469000,4.65000000,1709251218644,1709251218650
4070927144515,0.05468000,5.42000000,0.05469000,4.38000000,1709251220360,1709251220366
4070927150126,0.05468000,5.42000000,0.05469000,4.08000000,1709251220411,1709251220418
4070927150268,0.05468000,5.42000000,0.05469000,3.69000000,1709251220412,1709251220420
4070927153043,0.05468000,5.42000000,0.05469000,3.45000000,1709251220444,1709251220448
4070927184805,0.05468000,5.42000000,0.05469000,3.00000000,1709251220848,1709251220854
4070927184818,0.05468000,5.42000000,0.05469000,2.76000000,1709251220848,1709251220854
4070927277275,0.05468000,5.42000000,0.05469000,2.45000000,1709251221841,1709251221847
4070927321450,0.05468000,5.42000000,0.05469000,0.97000000,1709251222318,1709251222326
4070927321480,0.05469000,4.26000000,0.05471000,18.19000000,1709251222318,1709251222326
4070927323235,0.05469000,5.39000000,0.05471000,18.19000000,1709251222326,1709251222331
4070927325019,0.05469000,5.39000000,0.05470000,0.89000000,1709251222339,1709251222344
4070927353553,0.05469000,6.98000000,0.05470000,0.89000000,1709251222576,1709251222582
4070927353610,0.05469000,6.98000000,0.05470000,2.50000000,1709251222576,1709251222585
4070927354062,0.05469000,8.56000000,0.05470000,2.50000000,1709251222579,1709251222586
4070927354280,0.05469000,8.56000000,0.05470000,3.70000000,1709251222581,1709251222587
4070927354296,0.05469000,10.26000000,0.05470000,3.70000000,1709251222582,1709251222587
4070927371458,0.05469000,10.26000000,0.05470000,5.34000000,1709251222852,1709251222858
4070927528527,0.05469000,10.26000000,0.05470000,0.49000000,1709251224694,1709251224700
4070927528641,0.05469000,10.26000000,0.05470000,1.92000000,1709251224696,1709251224702
4070927783374,0.05469000,8.66000000,0.05470000,1.92000000,1709251227679,1709251227686
4070927786925,0.05469000,6.00000000,0.05470000,1.92000000,1709251227684,1709251227696
4070927788118,0.05469000,4.30000000,0.05470000,1.92000000,1709251227686,1709251227698
4070927788120,0.05469000,4.30000000,0.05470000,3.52000000,1709251227686,1709251227698
4070927789175,0.05469000,2.71000000,0.05470000,3.52000000,1709251227687,1709251227701
4070927789563,0.05468000,1.93000000,0.05469000,0.36000000,1709251227688,1709251227702
4070927793035,0.05467000,11.08000000,0.05469000,0.36000000,1709251227692,1709251227712
4070927795943,0.05467000,9.48000000,0.05468000,0.36000000,1709251227697,1709251227719
4070927798296,0.05467000,9.48000000,0.05468000,0.71000000,1709251227700,1709251227725
4070927800878,0.05467000,7.88000000,0.05468000,0.71000000,1709251227705,1709251227730
4070927804463,0.05467000,6.28000000,0.05468000,0.71000000,1709251227712,1709251227738
4070927804535,0.05467000,5.48000000,0.05468000,0.71000000,1709251227712,1709251227738
4070927805465,0.05467000,4.82000000,0.05468000,0.71000000,1709251227714,1709251227742
4070927805873,0.05467000,6.02000000,0.05468000,0.71000000,1709251227714,1709251227742
4070927806503,0.05467000,4.82000000,0.05468000,0.71000000,1709251227716,1709251227743
4070927806869,0.05467000,3.22000000,0.05468000,0.71000000,1709251227717,1709251227744
4070927807576,0.05467000,1.10000000,0.05468000,0.71000000,1709251227718,1709251227746
4070927812571,0.05467000,0.67000000,0.05468000,0.71000000,1709251227730,1709251227756
4070927812572,0.05466000,5.38000000,0.05468000,0.71000000,1709251227730,1709251227756
4070927812939,0.05466000,4.58000000,0.05467000,0.37000000,1709251227731,1709251227756
4070927813635,0.05466000,2.98000000,0.05467000,0.37000000,1709251227733,1709251227759
4070927816744,0.05466000,2.18000000,0.05467000,0.37000000,1709251227742,1709251227765
4070927825731,0.05466000,1.38000000,0.05467000,0.37000000,1709251227767,1709251227785
4070927827854,0.05465000,1.49000000,0.05467000,0.37000000,1709251227773,1709251227789
4070927830216,0.05465000,0.69000000,0.05467000,0.37000000,1709251227780,1709251227794
4070927834936,0.05465000,0.69000000,0.05467000,1.15000000,1709251227794,1709251227804
