update_id,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,transaction_time,event_time
4001872399170,0.05529000,7.12000000,0.05530000,1.80000000,1708300800585,1708300800589
4001874966870,0.05529000,7.12000000,0.05530000,1.73000000,1708300804879,1708300806011
4001874985870,0.05529000,5.95000000,0.05530000,1.73000000,1708300804938,1708300806058
4001874986057,0.05529000,5.95000000,0.05530000,1.70000000,1708300804938,1708300806058
4001874986071,0.05529000,5.69000000,0.05530000,1.70000000,1708300804938,1708300806058
4001874986128,0.05529000,5.29000000,0.05530000,1.70000000,1708300804938,1708300806058
4001874986129,0.05529000,4.65000000,0.05530000,1.70000000,1708300804938,1708300806058
4001874995493,0.05529000,4.65000000,0.05530000,1.36000000,1708300804976,1708300806075
4001875001645,0.05529000,4.65000000,0.05530000,1.30000000,1708300805009,1708300806088
4001875052085,0.05529000,4.65000000,0.05530000,0.91000000,1708300805359,1708300806204
4001875081365,0.05529000,4.65000000,0.05530000,0.78000000,1708300805592,1708300806270
4001875153097,0.05529000,4.65000000,0.05530000,0.52000000,1708300805966,1708300806431
4001875168926,0.05529000,4.65000000,0.05530000,0.09000000,1708300806065,1708300806474
4001875169038,0.05529000,5.08000000,0.05530000,0.09000000,1708300806065,1708300806474
4001875174356,0.05529000,4.65000000,0.05530000,0.09000000,1708300806084,1708300806486
4001875191360,0.05529000,4.65000000,0.05531000,24.67000000,1708300806171,1708300806526
4001875191989,0.05530000,1.62000000,0.05531000,24.67000000,1708300806176,1708300806528
4001875192008,0.05530000,3.10000000,0.05531000,24.67000000,1708300806176,1708300806528
4001875192016,0.05530000,4.45000000,0.05531000,24.67000000,1708300806176,1708300806528
4001875192025,0.05530000,4.45000000,0.05531000,25.82000000,1708300806176,1708300806528
4001875579445,0.05530000,2.97000000,0.05531000,25.82000000,1708300809349,1708300809355
4001875618416,0.05530000,4.33000000,0.05531000,25.82000000,1708300809556,1708300809562
4001875683911,0.05530000,4.33000000,0.05531000,25.45000000,1708300810311,1708300810394
4001876012969,0.05530000,5.37000000,0.05531000,25.45000000,1708300815434,1708300815439
4001876254830,0.05530000,5.37000000,0.05531000,25.16000000,1708300819339,1708300819345
4001876315473,0.05530000,5.80000000,0.05531000,25.16000000,1708300820398,1708300820408
4001876318810,0.05530000,5.37000000,0.05531000,25.16000000,1708300820405,1708300820414
4001876326743,0.05530000,5.80000000,0.05531000,25.16000000,1708300820433,1708300820439
4001876327654,0.05530000,5.80000000,0.05531000,25.07000000,1708300820435,1708300820442
4001876327919,0.05530000,5.80000000,0.05531000,24.03000000,1708300820436,1708300820442
4001876328515,0.05530000,5.80000000,0.05531000,23.57000000,1708300820437,1708300820445
4001876331992,0.05530000,5.80000000,0.05531000,23.26000000,1708300820448,1708300820455
4001876332001,0.05530000,5.80000000,0.05531000,22.90000000,1708300820448,1708300820455
4001876332026,0.05530000,5.80000000,0.05531000,22.48000000,1708300820448,1708300820455
4001876332442,0.05530000,5.80000000,0.05531000,22.21000000,1708300820449,1708300820456
4001876332585,0.05530000,5.80000000,0.05531000,21.93000000,1708300820450,1708300820456
4001876332666,0.05530000,5.80000000,0.05531000,21.66000000,1708300820450,1708300820456
4001876335179,0.05530000,5.80000000,0.05531000,21.37000000,1708300820458,1708300820466
4001876336334,0.05530000,5.80000000,0.05531000,21.07000000,1708300820462,1708300820470
4001876336369,0.05530000,5.80000000,0.05531000,20.73000000,1708300820462,1708300820470
4001876336561,0.05530000,5.80000000,0.05531000,20.45000000,1708300820463,1708300820470
4001876338979,0.05530000,5.80000000,0.05531000,20.17000000,1708300820472,1708300820479
4001876340032,0.05530000,5.80000000,0.05531000,19.79000000,1708300820476,1708300820482
4001876341591,0.05530000,5.80000000,0.05531000,19.62000000,1708300820481,1708300820489
4001876341598,0.05530000,5.80000000,0.05531000,19.04000000,1708300820481,1708300820489
4001876341611,0.05530000,5.80000000,0.05531000,18.76000000,1708300820481,1708300820489
4001876341924,0.05530000,5.80000000,0.05531000,18.20000000,1708300820482,1708300820489
4001876341936,0.05530000,5.80000000,0.05531000,17.20000000,1708300820482,1708300820489
4001876342615,0.05530000,5.80000000,0.05531000,16.92000000,1708300820485,1708300820490
4001876345697,0.05530000,5.80000000,0.05531000,16.64000000,1708300820500,1708300820506
4001876345716,0.05530000,5.80000000,0.05531000,16.36000000,1708300820500,1708300820506
4001876345730,0.05530000,5.80000000,0.05531000,15.83000000,1708300820500,1708300820506
4001876345735,0.05530000,5.80000000,0.05531000,15.55000000,1708300820500,1708300820506
4001876345901,0.05530000,5.80000000,0.05531000,15.28000000,1708300820501,1708300820509
4001876345906,0.05530000,5.80000000,0.05531000,15.04000000,1708300820501,1708300820509
4001876345911,0.05530000,5.80000000,0.05531000,14.78000000,1708300820501,1708300820509
4001876349134,0.05530000,5.80000000,0.05531000,14.56000000,1708300820517,1708300820525
4001876349894,0.05530000,5.80000000,0.05531000,14.04000000,1708300820522,1708300820528
4001876349899,0.05530000,5.80000000,0.05531000,13.76000000,1708300820522,1708300820528
4001876352937,0.05530000,5.80000000,0.05531000,13.24000000,1708300820538,1708300820544
4001876352944,0.05530000,5.80000000,0.05531000,12.13000000,1708300820538,1708300820544
4001876352987,0.05530000,5.80000000,0.05531000,12.07000000,1708300820538,1708300820544
4001876352996,0.05530000,5.80000000,0.05531000,11.55000000,1708300820538,1708300820544
4001876353047,0.05530000,5.80000000,0.05531000,11.29000000,1708300820538,1708300820546
4001876355175,0.05530000,5.80000000,0.05531000,11.01000000,1708300820553,1708300820562
4001876355236,0.05530000,5.80000000,0.05531000,10.55000000,1708300820553,1708300820562
4001876356996,0.05530000,5.80000000,0.05531000,10.27000000,1708300820565,1708300820571
4001876357006,0.05530000,5.80000000,0.05531000,9.99000000,1708300820565,1708300820571
4001876357012,0.05530000,5.80000000,0.05531000,9.89000000,1708300820565,1708300820571
4001876357681,0.05530000,5.80000000,0.05531000,8.74000000,1708300820571,1708300820577
4001876357870,0.05530000,5.80000000,0.05531000,8.47000000,1708300820574,1708300820580
4001876360207,0.05530000,5.80000000,0.05531000,8.19000000,1708300820599,1708300820605
4001876368236,0.05530000,5.37000000,0.05531000,8.19000000,1708300820662,1708300820669
4001876368424,0.05530000,5.37000000,0.05531000,7.92000000,1708300820663,1708300820670
4001876368976,0.05530000,5.80000000,0.05531000,7.92000000,1708300820668,1708300820674
4001876402325,0.05530000,5.37000000,0.05531000,7.92000000,1708300821123,1708300821129
4001876406535,0.05530000,5.37000000,0.05531000,9.29000000,1708300821156,1708300821161
4001876432205,0.05530000,5.80000000,0.05531000,9.29000000,1708300821539,1708300821544
4001876441523,0.05530000,6.20000000,0.05531000,9.29000000,1708300821736,1708300821740
4001876474584,0.05530000,6.20000000,0.05531000,8.62000000,1708300822354,1708300822359
4001876487364,0.05530000,6.20000000,0.05531000,7.59000000,1708300822547,1708300822550
4001876487493,0.05530000,6.20000000,0.05531000,7.17000000,1708300822550,1708300822555
4001876533331,0.05530000,6.20000000,0.05531000,6.28000000,1708300823353,1708300823360
4001876544780,0.05530000,5.77000000,0.05531000,6.28000000,1708300823615,1708300823619
4001876561042,0.05530000,6.20000000,0.05531000,6.28000000,1708300823996,1708300824003
4001876561327,0.05530000,5.77000000,0.05531000,6.28000000,1708300824002,1708300824007
4001876564205,0.05530000,5.37000000,0.05531000,6.28000000,1708300824040,1708300824046
4001876684828,0.05530000,5.37000000,0.05531000,6.71000000,1708300825836,1708300825842
4001876816003,0.05530000,4.01000000,0.05531000,6.71000000,1708300827919,1708300827926
4001876816122,0.05530000,2.66000000,0.05531000,6.71000000,1708300827919,1708300827926
4001876816372,0.05530000,1.04000000,0.05531000,6.71000000,1708300827920,1708300827928
4001876817153,0.05528000,15.19000000,0.05530000,2.01000000,1708300827921,1708300827929
